id,ocid,year,month,method,internal_type,locality,region,suppliers,buyer,amount,date,title,description,budget
1822603,ocds-5wno2w-SIE-EERSA-DOM-46-21-3219,2021,11,open,Subasta Inversa Electrónica,RIOBAMBA,CHIMBORAZO,,EMPRESA ELECTRICA RIOBAMBA S.A. ,374082.400000,2022-02-08T05:46:12-05:00,SIE-EERSA-DOM-46-21-3219,ADQUISICIÓN DE TRANSFORMADOR DE POTENCIA DE 10-12.5 MVA DE 69/13.8 KV,
1816439,ocds-5wno2w-SIE-EEPGSA-33-2021.-3208,2021,12,open,Subasta Inversa Electrónica,SAN CRISTOBAL,GALAPAGOS,,EMPRESA ELECTRICA PROVINCIAL GALAPAGOS S.A. ,23036.640000,2022-10-13T13:49:42-05:00,SIE-EEPGSA-33-2021.-3208,"ADQUISICIÓN DE ROPA DE TRABAJO Y PROTECCIÓN PARA EL PERSONAL TÉCNICO AMPARADO EN EL CONTRATO COLECTIVO DE LA EMPRESA ELÉCTRICA PROVINCIAL GALÁPAGOS - ELECGALÁPAGOS S.A., 2021",
1828583,ocds-5wno2w-SIE-EERSA-DOM-61-21-3219,2021,12,open,Subasta Inversa Electrónica,RIOBAMBA,CHIMBORAZO,,EMPRESA ELECTRICA RIOBAMBA S.A. ,25348.000000,2022-08-24T09:19:18-05:00,SIE-EERSA-DOM-61-21-3219,ADQUISICIÓN DE AISLADORES POLIMÉRICOS DE 69 KV”,
1822599,ocds-5wno2w-SIE-EEQ-GAF040-2021-3214,2021,12,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,22410.000000,2022-11-04T11:12:07-05:00,SIE-EEQ-GAF040-2021-3214,CONTRATACIÓN DEL CURSO DE CAPACITACIÓN EN SAP BASIS Y SAP ABAP,
1840293,ocds-5wno2w-SIE-EEQ-GC021-2021-3214,2021,11,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,683780.000000,2022-04-19T06:25:40-05:00,SIE-EEQ-GC021-2021-3214,"SERVICIOS TÉCNICOS PARA TOMA DE LECTURAS EN LÍNEA Y LECTOFACTURACIÓN, REPARTO DE FACTURAS Y REPARTO DE DOCUMENTOS ADICIONALES PARA LA ZONA URBANA DMQ NORTE 1, Y OTRAS ZONAS SIMILARES DENTRO DEL ÁREA DE SERVICIO DE LA EEQ",
1840294,ocds-5wno2w-SIE-EEQ-GC026-2021-3214,2021,12,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,653634.000000,2022-04-21T06:47:04-05:00,SIE-EEQ-GC026-2021-3214,"SERVICIOS TÉCNICOS PARA TOMA DE LECTURAS EN LÍNEA Y LECTOFACTURACIÓN, REPARTO DE FACTURAS Y REPARTO DE DOCUMENTOS ADICIONALES PARA LA ZONA URBANA DMQ NORTE 2, Y OTRAS ZONAS SIMILARES DENTRO DEL ÁREA DE SERVICIO DE LA EEQ",
1835210,ocds-5wno2w-SIE-EEQ-GC020-2021-3214,2021,11,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,669999.000000,2022-04-26T06:35:11-05:00,SIE-EEQ-GC020-2021-3214,"SERVICIOS TÉCNICOS PARA TOMA DE LECTURAS EN LÍNEA Y LECTOFACTURACIÓN, REPARTO DE FACTURAS Y REPARTO DE DOCUMENTOS ADICIONALES PARA LA ZONA URBANA DMQ CENTRO 1, Y OTRAS ZONAS SIMILARES DENTRO DEL ÁREA DE SERVICIO DE LA EEQ",
1826383,ocds-5wno2w-SIE-EEQ-GD021-2021-3214,2021,12,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,32548.820000,2022-07-23T08:43:38-05:00,SIE-EEQ-GD021-2021-3214,"GRAPA ALEACION AL, TERMINAL APERNADA TIPO PISTOLA, NO. 3/0 – 266.8 MCM",
1830798,ocds-5wno2w-SIE-EEQ-GGS037-2021-3214,2021,12,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,18745.000000,2022-10-13T13:49:43-05:00,SIE-EEQ-GGS037-2021-3214,SUMINISTRO DEL “SISTEMA DE EXTRACCIÓN DE AIRE CENTRAL NAYÓN”,
1537366,ocds-5wno2w-SIE-EERSSA-022-2021-3240,2021,4,open,Subasta Inversa Electrónica,LOJA,LOJA,CORESOLUTIONS S.A.,EMPRESA ELECTRICA REGIONAL DEL SUR S.A.,175000.000000,2022-02-08T05:46:18-05:00,SIE-EERSSA-022-2021-3240,REPOSICION DE LA INFRAESTRUCTURA DE SERVIDORES DE LA EERSSA INFRAESTRUCTURA HIPERCONVERGENTE,
1831975,ocds-5wno2w-CDC-EPEMAPAA-015-21-545597,2021,12,direct,Contratacion directa,AMBATO,TUNGURAHUA,,EMPRESA PUBLICA - EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO,2585.000000,2022-03-10T05:30:58-05:00,CDC-EPEMAPAA-015-21-545597,"CONSULTORIA PARA LA INSTALACIÓN, PARAMETRIZACIÓN Y CONFIGURACIÓN DE LA CENTRAL TELEFONICA ISSABEL PARA LA EP-EMAPA-A",2750
1842081,ocds-5wno2w-CDC-EECS-DD-091-2021-56835,2021,12,direct,Contratacion directa,CUENCA,AZUAY,,EMPRESA ELECTRICA REGIONAL CENTROSUR C.A.,7482.860000,2022-03-24T05:55:50-05:00,CDC-EECS-DD-091-2021-56835,PRESTACIÓN DE SERVICIOS DE CONSULTORÍA PARA LA ELABORACIÓN DE DISEÑOS DE REDES DE DISTRIBUCIÓN ELÉCTRICA Y ALUMBRADO PÚBLICO 2021 – CANTÓN SUSCAL –  ZONA 1-PAQUETE 7,7482.86
1839502,ocds-5wno2w-CDC-EMUVIEP-017-2021-283191,2021,12,direct,Contratacion directa,CUENCA,AZUAY,,EMPRESA PUBLICA MUNICIPAL DE URBANIZACION Y VIVIENDA EMUVI EP,460.000000,2022-04-21T06:47:00-05:00,CDC-EMUVIEP-017-2021-283191,"“Elaboración del Estudio Actuarial del año 2020-2021 por Jubilación Patronal, Bonificación por Desahucio, Renuncia Voluntaria o Beneficios Pos-Empleo en la EMUVI EP”",460
1831972,ocds-5wno2w-CDC-EECS-DM-085-2021-56835,2021,12,direct,Contratacion directa,CUENCA,AZUAY,,EMPRESA ELECTRICA REGIONAL CENTROSUR C.A.,4047.560000,2022-08-11T09:19:57-05:00,CDC-EECS-DM-085-2021-56835,ELABORACIÓN DE DISEÑOS DE REDES DE DISTRIBUCIÓN PARA EL CANTÓN MORONA – PAQUETE 4,4047.56
1839505,ocds-5wno2w-CDC-EPICO-003-2021-966524,2021,12,direct,Contratacion directa,GUAYAQUIL,GUAYAS,,"EMPRESA PÚBLICA MUNICIPAL PARA LA GESTION DE LA INNOVACION Y LA COMPETITIVIDAD, EP",6860.000000,2022-02-08T05:14:47-05:00,CDC-EPICO-003-2021-966524,CONSULTORÍA PARA REALIZAR UN ESTUDIO DE MECÁNICA DE SUELO PARA LA CONSTRUCCIÓN DE UN EDIFICIO DE PARQUEOS UBICADO EN LAS CALLES JUNÍN ENTRE CÓRDOVA Y PEDRO CARBO,6860
1842089,ocds-5wno2w-CDC-EPUNACH-02-2021-958283,2021,12,direct,Contratacion directa,RIOBAMBA,CHIMBORAZO,PROAUDIT CIA. LTDA,EP UNACH,6000.000000,2022-02-08T05:14:52-05:00,CDC-EPUNACH-02-2021-958283,CONTRATACIÓN DE SERVICIO DE AUDITORIA EXTERNA PARA DICTAMINAR LA RAZONABILIDAD DE LOS ESTADOS FINANCIEROS DE LA EMPRESA PÚBLICA DE LA UNIVERSIDAD NACIONAL DE  CHIMBORAZO EP UNACH POR LOS EJERCICIOS ECONÓMICOS TERMINADOS AL 31 DE DICIEMBRE DE 2019 Y 2020,6012.6
1519517,ocds-5wno2w-CDC-EXP-001-2021-486771,2021,4,direct,Contratacion directa,QUITO,PICHINCHA,ECOVIS - ECUADOR CIA. LTDA.,EXPLOCEN C.A.,14300.000000,2022-02-08T05:14:55-05:00,CDC-EXP-001-2021-486771,"CONSULTORÍA PARA TOMA FÍSICA, ETIQUETADO, CONCILIACIÓN, DEFINICIONES DE RECONOCIMIENTO Y VALORACIÓN PARA NIIF DE ACTIVOS FIJOS DE LA EMPRESA EXPLOCEN C.A.",14300
1519518,ocds-5wno2w-CDC-EXP-003-2021-486771,2021,9,direct,Contratacion directa,QUITO,PICHINCHA,RUSSELL BEDFORD ECUADOR S.A.,EXPLOCEN C.A.,9800.000000,2022-02-08T05:14:55-05:00,CDC-EXP-003-2021-486771,AUDITORÍA EXTERNA A LOS ESTADOS FINANCIEROS DE EXPLOCEN C.A. AL 31 DE DICIEMBRE DEL 2021,9800
1836947,ocds-5wno2w-CDC-EXP-006-2021-486771,2021,12,direct,Contratacion directa,QUITO,PICHINCHA,,EXPLOCEN C.A.,824.000000,2022-02-08T05:14:56-05:00,CDC-EXP-006-2021-486771,CONTRATACIÓN DE SERVICIOS DE CONSULTORÍA PARA EL CÁLCULO ACTUARIAL E IMPUESTOS DIFERIDOS A DICIEMBRE DEL AÑO 2021 PARA LA EMPRESA EXPLOCEN C.A.,824
1519620,ocds-5wno2w-CDC-GADCC-001-2021-45403,2021,2,direct,Contratacion directa,CALVAS,LOJA,BOLAÑOS Y SALAS CONSULTORES,MUNICIPIO DE CALVAS,33249.980000,2022-02-08T05:14:58-05:00,CDC-GADCC-001-2021-45403,"CONTRATACIÓN PÚBLICA PARA LA EJECUCIÓN DE LOS ESTUDIOS DEL PLAN DE MOVILIDAD SUSTENTABLE Y ESTUDIOS DE NECESIDADES DE TRANSPORTE COMERCIAL Y PÚBLICO INTRACANTONAL DEL GAD DEL CANTÓN CALVAS, PROVINCIA DE LOJA",34999.98
1860522,ocds-5wno2w-CE-20210002110045-39594,2021,11,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,ORELLANA GUERRERO EDGAR FRANCISCO,INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL,31.248000,2021-11-23T00:00:00-05:00,Orden de compra CE-20210002110045,Orden de compra para adquirir los siguientes productos:  CD S GRABABLES CON CAJA CD-R,31.248
1860523,ocds-5wno2w-CE-20210002110046-39594,2021,11,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL,45.628800,2021-11-23T00:00:00-05:00,Orden de compra CE-20210002110046,Orden de compra para adquirir los siguientes productos:  CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 MTS,45.6288
