id,ocid,year,month,method,internal_type,locality,region,suppliers,buyer,amount,date,title,description,budget
376729,ocds-5wno2w-CE-20190001660926-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,VILLOTA ACOSTA ELEN MERCEDES,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,59.740800,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660926,Orden de compra para adquirir los siguientes productos:  SHAMPOO PARA AUTOS GALON,59.7408
376730,ocds-5wno2w-CE-20190001660927-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,TEXTIQUIM CIA. LTDA.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,36.288000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660927,Orden de compra para adquirir los siguientes productos:  LAVA VAJILLA LIQUIDO DE LITRO,36.288
376731,ocds-5wno2w-CE-20190001660928-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,63.840000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660928,Orden de compra para adquirir los siguientes productos:  GUANTES DE CAUCHO NO 8 BICOLOR,63.84
376732,ocds-5wno2w-CE-20190001660929-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,VILLOTA ACOSTA ELEN MERCEDES,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,27.048000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660929,"Orden de compra para adquirir los siguientes productos:  FUNDA DE BASURA DOMESTICA NEGRA 23""X28""",27.048
376733,ocds-5wno2w-CE-20190001660930-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,VILLOTA ACOSTA ELEN MERCEDES,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,58.996000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660930,"Orden de compra para adquirir los siguientes productos:  CLORO LIQUIDO AL 5 POR CIENTO, GALON",58.996
376734,ocds-5wno2w-CE-20190001660931-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,31.360000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660931,Orden de compra para adquirir los siguientes productos:  PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS,31.36
376735,ocds-5wno2w-CE-20190001660932-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,1088.640000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660932,Orden de compra para adquirir los siguientes productos:  PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS,1088.64
376736,ocds-5wno2w-CE-20190001660933-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,1.310400,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660933,Orden de compra para adquirir los siguientes productos:  ESPONJA PARA LAVAR PLATOS FIBRA SUAVE VERDE,1.3104
376737,ocds-5wno2w-CE-20190001660934-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,59.136000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660934,Orden de compra para adquirir los siguientes productos:  PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES,59.136
376738,ocds-5wno2w-CE-20190001660935-918125,2019,8,selective,Catálogo electrónico - Mejor oferta,PASTAZA,PASTAZA,VILLOTA ACOSTA ELEN MERCEDES,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,58.520000,2019-08-14T00:00:00-05:00,Orden de compra CE-20190001660935,Orden de compra para adquirir los siguientes productos:  ANTISARRO GALON,58.52
371431,ocds-5wno2w-CE-20190001653889-534123,2019,8,direct,Catálogo electrónico - Compra directa,FRANCISCO DE ORELLANA,ORELLANA,ASOCIACION DE PRODUCCION TEXTIL DISEÑA TU IMAGEN ASOTEXIMAGEN,DIRECCION DISTRITAL 22D02 LORETO-ORELLANA-EDUCACION,18957.120000,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653889,Orden de compra para adquirir los siguientes productos:  KITS DE UNIFORMES ESCOLARES RÉGIMEN SIERRA Y AMAZONIA,18957.12
371432,ocds-5wno2w-CE-20190001653890-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,1.780800,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653890,Orden de compra para adquirir los siguientes productos:  TIJERA GRANDE DE 8 PULG.,1.7808
371433,ocds-5wno2w-CE-20190001653891-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,103.488000,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653891,Orden de compra para adquirir los siguientes productos:  ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,103.488
371434,ocds-5wno2w-CE-20190001653892-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,CODYXOPAPER CIA. LTDA.,UNIVERSIDAD TECNICA DE MACHALA,3.528000,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653892,Orden de compra para adquirir los siguientes productos:  NOTAS ADHESIVAS TAMANO 3X5 PULG.,3.528
371435,ocds-5wno2w-CE-20190001653893-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,1.066240,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653893,Orden de compra para adquirir los siguientes productos:  SACAGRAPAS,1.06624
371436,ocds-5wno2w-CE-20190001653894-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,CODYXOPAPER CIA. LTDA.,UNIVERSIDAD TECNICA DE MACHALA,0.476000,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653894,Orden de compra para adquirir los siguientes productos:  BORRADOR (GRANDE) PARA LAPIZ,0.476
371437,ocds-5wno2w-CE-20190001653895-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,1.030400,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653895,Orden de compra para adquirir los siguientes productos:  TINTA PARA ALMOHADILLA Y SELLO AZUL / NEGRA / VIOLETA / ROJA,1.0304
371438,ocds-5wno2w-CE-20190001653896-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,32.480000,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653896,Orden de compra para adquirir los siguientes productos:  CARPETAS PLASTICAS UN LADO TRANSPARENTE,32.48
371439,ocds-5wno2w-CE-20190001653897-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,0.860160,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653897,Orden de compra para adquirir los siguientes productos:  ESFEROGRAFICO AZUL PUNTA FINA,0.86016
371440,ocds-5wno2w-CE-20190001653898-60177,2019,8,selective,Catálogo electrónico - Mejor oferta,MACHALA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,UNIVERSIDAD TECNICA DE MACHALA,3.563840,2019-08-02T00:00:00-05:00,Orden de compra CE-20190001653898,Orden de compra para adquirir los siguientes productos:  SOBRE MANILA F4,3.56384
366209,ocds-5wno2w-CE-20190001647244-100200,2019,7,selective,Catálogo electrónico - Mejor oferta,SAN PEDRO DE PELILEO,TUNGURAHUA,VILLOTA ACOSTA ELEN MERCEDES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,2.777600,2019-07-24T00:00:00-05:00,Orden de compra CE-20190001647244,Orden de compra para adquirir los siguientes productos:  ESCOBA DE PLASTICO RIGIDA PARA EXTERIOR,2.7776
366210,ocds-5wno2w-CE-20190001647245-100200,2019,7,selective,Catálogo electrónico - Mejor oferta,SAN PEDRO DE PELILEO,TUNGURAHUA,VILLOTA ACOSTA ELEN MERCEDES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,6.489280,2019-07-24T00:00:00-05:00,Orden de compra CE-20190001647245,Orden de compra para adquirir los siguientes productos:  INSECTICIDA AEROSOL 400 CC,6.48928
366211,ocds-5wno2w-CE-20190001647248-100200,2019,7,selective,Catálogo electrónico - Mejor oferta,SAN PEDRO DE PELILEO,TUNGURAHUA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,20.776000,2019-07-24T00:00:00-05:00,Orden de compra CE-20190001647248,Orden de compra para adquirir los siguientes productos:  PAPEL HIGIENICO JUMBO HOJA SIMPLE BLANCO 550 METROS,20.776
366212,ocds-5wno2w-CE-20190001647250-100200,2019,7,selective,Catálogo electrónico - Mejor oferta,SAN PEDRO DE PELILEO,TUNGURAHUA,VILLOTA ACOSTA ELEN MERCEDES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,2.150400,2019-07-24T00:00:00-05:00,Orden de compra CE-20190001647250,Orden de compra para adquirir los siguientes productos:  LIQUIDO PARA LIMPIAR VIDRIOS GALON,2.1504
366213,ocds-5wno2w-CE-20190001647251-100200,2019,7,selective,Catálogo electrónico - Mejor oferta,SAN PEDRO DE PELILEO,TUNGURAHUA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,6.048000,2019-07-24T00:00:00-05:00,Orden de compra CE-20190001647251,Orden de compra para adquirir los siguientes productos:  AMBIENTAL CONCENTRADO LIQUIDO GALON,6.048
